"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA21_1: Population, 2021","v_CA21_4: Total private dwellings","v_CA21_7: Land area in square kilometres","v_CA21_6: Population density per square kilometre","v_CA21_16: 0 to 4 years","v_CA21_34: 5 to 9 years","v_CA21_52: 10 to 14 years","v_CA21_73: 15 to 19 years","v_CA21_91: 20 to 24 years","v_CA21_109: 25 to 29 years","v_CA21_127: 30 to 34 years","v_CA21_145: 35 to 39 years","v_CA21_163: 40 to 44 years","v_CA21_181: 45 to 49 years","v_CA21_199: 50 to 54 years","v_CA21_217: 55 to 59 years","v_CA21_235: 60 to 64 years","v_CA21_253: 65 years and over","v_CA21_258: 65","v_CA21_388: Average age","v_CA21_391: Average age","v_CA21_434: Occupied private dwellings by structural type of dwelling data","v_CA21_435: Single-detached house","v_CA21_436: Semi-detached house","v_CA21_437: Row house","v_CA21_438: Apartment or flat in a duplex","v_CA21_439: Apartment in a building that has fewer than five storeys","v_CA21_440: Apartment in a building that has five or more storeys","v_CA21_441: Other single-attached house","v_CA21_442: Movable dwelling","v_CA21_459: Married","v_CA21_462: Living common-law","v_CA21_480: Never married","v_CA21_483: Separated","v_CA21_486: Divorced","v_CA21_489: Widowed","v_CA21_492: Census families in private households by family size","v_CA21_493: 2 persons","v_CA21_494: 3 persons","v_CA21_495: 4 persons","v_CA21_496: 5 or more persons","v_CA21_497: Average size of census families"
"287","35240963","DA","35240963",0.2491,1682,476,461,"3524001","3524","5350615.00","35535",1682,476,0.25,6752.3,65,80,80,70,40,40,65,80,95,80,55,40,25,55,0,32.9,34,460,375,25,55,0,0,5,0,0,835,35,310,15,35,25,460,105,130,155,65,3.5
"288","35240964","DA","35240964",0.1661,1042,298,284,"3524001","3524","5350615.00","35535",1042,298,0.17,6273.3,45,40,50,35,25,20,60,60,55,45,20,25,10,20,0,31.5,34,285,255,10,20,0,0,0,0,0,530,20,160,10,10,15,285,65,70,110,40,3.5
"289","35240965","DA","35240965",0.2678,1866,502,493,"3524001","3524","5350615.00","35535",1866,502,0.27,6967.9,75,95,70,65,65,35,60,95,110,85,60,40,25,50,5,32.8,35.2,495,445,5,40,0,0,0,0,0,925,35,335,20,15,25,515,105,140,205,65,3.5
"290","35240966","DA","35240966",0.2821,1061,364,339,"3524001","3524","5350615.00","35535",1061,364,0.28,3761.1,45,55,45,35,20,35,50,70,55,50,20,15,20,20,0,31.4,33.6,340,85,100,155,0,0,0,0,0,450,60,195,15,30,15,285,80,75,80,45,3.3
"291","35240967","DA","35240967",0.2162,1381,499,481,"3524001","3524","5350615.00","35535",1381,499,0.22,6387.6,60,50,45,45,20,40,75,90,80,55,40,30,20,55,5,34.4,35.6,480,90,0,345,0,40,5,0,0,620,50,255,30,50,25,385,130,105,115,35,3.2
"292","35240968","DA","35240968",0.4234,1383,420,407,"3524001","3524","5350615.00","35535",1383,420,0.42,3266.4,50,65,50,55,40,30,50,75,75,70,45,30,15,45,0,33,34.8,405,200,20,190,0,0,0,0,0,620,40,260,25,40,15,370,90,110,110,65,3.5
"293","35240969","DA","35240969",0.1195,841,221,215,"3524001","3524","5350615.00","35535",841,221,0.12,7037.7,20,40,50,45,30,10,15,35,55,35,35,25,20,20,5,33.4,36.8,215,170,5,40,0,0,0,0,0,405,15,180,5,10,10,225,40,45,100,40,3.7
"294","35240970","DA","35240970",0.0814,604,186,179,"3524001","3524","5350615.00","35535",604,186,0.08,7420.1,20,40,25,15,15,5,15,30,40,30,20,15,15,25,0,35,39.2,180,90,30,60,0,0,0,0,0,280,5,95,5,15,15,160,30,45,65,20,3.5
"295","35240978","DA","35240978",0.1404,1066,586,548,"3524001","3524","5350612.15","35535",1066,586,0.14,7592.6,25,30,25,15,20,75,95,75,45,30,30,25,25,55,0,37,34.8,550,0,0,180,0,225,150,0,0,370,85,275,50,90,20,275,145,75,45,15,2.7
"296","35240979","DA","35240979",0.2115,1065,322,315,"3524001","3524","5350612.15","35535",1065,322,0.21,5035.5,15,35,60,55,35,20,20,35,60,70,40,30,15,45,0,35.7,38.4,315,185,0,130,0,0,0,0,0,485,25,230,15,30,20,285,60,75,120,40,3.5
"297","35240980","DA","35240980",0.5517,1297,402,396,"3524001","3524","5350612.15","35535",1297,402,0.55,2350.9,30,35,50,50,25,20,30,35,45,55,75,35,50,150,10,45,47.2,395,80,0,320,0,0,0,0,0,655,50,220,20,40,80,360,145,85,100,35,3.1
"298","35240981","DA","35240981",0.0945,409,114,113,"3524001","3524","5350612.15","35535",409,114,0.09,4328,10,20,25,15,15,5,5,5,25,25,25,10,0,25,0,37.8,43.6,115,75,0,40,0,0,0,0,0,200,15,80,5,10,5,115,35,20,40,20,3.4
"299","35240982","DA","35240982",0.8636,1594,482,475,"3524001","3524","5350612.15","35535",1594,482,0.86,1845.8,30,65,90,65,45,25,30,40,95,100,65,50,35,70,5,36.5,40.4,475,315,0,160,0,0,0,0,0,790,30,300,20,35,20,450,125,95,170,55,3.4
"300","35240983","DA","35240983",0.3474,1034,317,315,"3524001","3524","5350612.15","35535",1034,317,0.35,2976.4,25,40,50,50,35,10,15,45,45,65,35,35,15,50,5,36.4,39.2,315,150,0,165,0,0,0,0,0,520,15,220,15,30,10,300,80,75,110,35,3.3
"301","35240984","DA","35240984",0.0946,495,169,168,"3524001","3524","5350612.15","35535",495,169,0.09,5232.6,10,20,25,20,10,5,5,10,20,25,20,25,15,50,0,41,44.4,165,105,0,65,0,0,0,0,0,260,15,75,5,15,15,150,65,35,40,15,3
"302","35240985","DA","35240985",1.7478,1029,317,315,"3524001","3524","5350612.15","35535",1029,317,1.75,588.7,15,35,40,55,40,15,15,20,35,65,65,25,30,65,0,39.1,43.6,315,230,0,85,0,0,0,0,0,535,20,245,15,15,25,305,100,65,100,35,3.2
"303","35240986","DA","35240986",0.3518,1459,507,496,"3524001","3524","5350612.22","35535",1459,507,0.35,4147.2,55,50,75,50,40,35,75,90,95,70,45,30,10,30,5,32.5,34.8,495,165,0,205,0,120,0,0,0,655,75,260,35,50,15,410,125,110,130,45,3.2
"304","35240987","DA","35240987",0.2718,1184,300,298,"3524001","3524","5350612.22","35535",1184,300,0.27,4356.1,15,40,75,80,45,15,15,25,55,75,65,35,20,45,10,35.6,39.2,295,295,0,0,0,0,0,0,0,560,30,310,5,10,20,305,50,70,135,60,3.7
"305","35240988","DA","35240988",0.2103,1400,466,459,"3524001","3524","5350612.22","35535",1400,466,0.21,6657.2,50,65,60,60,30,35,55,80,85,70,55,25,25,45,5,33.9,36.4,460,105,10,180,0,160,0,0,0,625,50,275,30,45,20,395,100,125,125,40,3.3
"306","35241030","DA","35241030",1.1646,2893,912,902,"3524001","3524","5350610.05","35535",2893,912,1.16,2484.1,50,100,155,145,70,40,40,70,145,180,130,115,80,155,10,38.3,42.8,900,865,0,40,5,0,0,0,0,1445,120,570,40,65,50,855,265,215,280,95,3.2
"307","35241031","DA","35241031",0.7369,2578,873,851,"3524001","3524","5350610.06","35535",2578,873,0.74,3498.4,50,65,100,115,85,65,60,80,115,120,130,120,70,165,15,39.6,42.4,855,610,15,215,5,0,0,0,0,1240,95,610,55,85,60,775,270,215,220,65,3.1
"308","35241034","DA","35241034",0.2062,1289,387,382,"3524001","3524","5350612.21","35535",1289,387,0.21,6251.2,30,65,70,50,30,20,40,70,75,60,55,30,20,40,5,33.8,36.4,380,115,45,220,0,0,0,0,0,600,25,245,15,45,15,360,90,95,130,50,3.4
"309","35241035","DA","35241035",0.1339,756,229,225,"3524001","3524","5350612.21","35535",756,229,0.13,5646,25,45,45,35,15,15,25,45,40,35,35,10,10,20,0,31.2,33.2,225,20,0,205,0,0,0,0,0,330,25,140,15,30,10,205,50,50,90,25,3.4
"310","35241036","DA","35241036",0.149,878,216,215,"3524001","3524","5350612.21","35535",878,216,0.15,5892.6,20,30,50,55,35,15,10,20,40,65,45,20,15,35,0,34.9,37.2,215,200,0,15,0,0,0,0,0,405,10,235,5,10,20,225,35,35,100,45,3.7
"311","35241045","DA","35241045",0.1356,418,159,158,"3524001","3524","5350610.05","35535",418,159,0.14,3082.6,5,10,10,15,15,10,10,10,15,15,20,20,15,40,0,44.8,48.4,160,155,0,0,0,0,0,0,0,195,20,95,10,15,15,125,60,30,30,10,3
"312","35241046","DA","35241046",0.5295,1109,486,475,"3524001","3524","5350610.06","35535",1109,486,0.53,2094.4,10,20,15,35,30,15,20,20,25,30,55,65,65,185,5,51.4,57.2,475,240,5,35,5,0,200,0,0,615,55,205,25,45,70,350,220,55,55,20,2.7
